,ratio,n_hits,name,automl name,did,automl did,MaxNominalAttDistinctValues,MaxNominalAttDistinctValues,NumberOfClasses,NumberOfClasses,NumberOfFeatures,NumberOfFeatures,NumberOfInstances,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfNumericFeatures,NumberOfSymbolicFeatures,NumberOfSymbolicFeatures 
1095,0.75,1,QSAR-TID-12968,QSAR-TID-11,3657,3050,,,0.0,0.0,1026.0,1026.0,668.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1096,0.75,1,QSAR-TID-12968,QSAR-TID-10980,3657,3277,,,0.0,0.0,1026.0,1026.0,668.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1097,0.75,1,QSAR-TID-57,QSAR-TID-11,3658,3050,,,0.0,0.0,1026.0,1026.0,269.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1098,0.75,1,QSAR-TID-57,QSAR-TID-10980,3658,3277,,,0.0,0.0,1026.0,1026.0,269.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1099,0.75,1,QSAR-TID-10403,QSAR-TID-11,3659,3050,,,0.0,0.0,1026.0,1026.0,935.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1100,0.75,1,QSAR-TID-10403,QSAR-TID-10980,3659,3277,,,0.0,0.0,1026.0,1026.0,935.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1101,0.75,1,QSAR-TID-101607,QSAR-TID-11,3660,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1102,0.75,1,QSAR-TID-101607,QSAR-TID-10980,3660,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1103,0.75,1,QSAR-TID-20137,QSAR-TID-11,3661,3050,,,0.0,0.0,1026.0,1026.0,101.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1104,0.75,1,QSAR-TID-20137,QSAR-TID-10980,3661,3277,,,0.0,0.0,1026.0,1026.0,101.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1105,0.75,1,QSAR-TID-101179,QSAR-TID-11,3662,3050,,,0.0,0.0,1026.0,1026.0,80.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1106,0.75,1,QSAR-TID-101179,QSAR-TID-10980,3662,3277,,,0.0,0.0,1026.0,1026.0,80.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1107,0.75,1,QSAR-TID-17033,QSAR-TID-11,3663,3050,,,0.0,0.0,1026.0,1026.0,270.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1108,0.75,1,QSAR-TID-17033,QSAR-TID-10980,3663,3277,,,0.0,0.0,1026.0,1026.0,270.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1109,0.75,1,QSAR-TID-12013,QSAR-TID-11,3664,3050,,,0.0,0.0,1026.0,1026.0,200.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1110,0.75,1,QSAR-TID-12013,QSAR-TID-10980,3664,3277,,,0.0,0.0,1026.0,1026.0,200.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1111,0.75,1,QSAR-TID-19607,QSAR-TID-11,3665,3050,,,0.0,0.0,1026.0,1026.0,143.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1112,0.75,1,QSAR-TID-19607,QSAR-TID-10980,3665,3277,,,0.0,0.0,1026.0,1026.0,143.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1113,0.75,1,QSAR-TID-10971,QSAR-TID-11,3666,3050,,,0.0,0.0,1026.0,1026.0,108.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1114,0.75,1,QSAR-TID-10971,QSAR-TID-10980,3666,3277,,,0.0,0.0,1026.0,1026.0,108.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1115,0.75,1,QSAR-TID-10964,QSAR-TID-11,3667,3050,,,0.0,0.0,1026.0,1026.0,165.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1116,0.75,1,QSAR-TID-10964,QSAR-TID-10980,3667,3277,,,0.0,0.0,1026.0,1026.0,165.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1117,0.75,1,QSAR-TID-100071,QSAR-TID-11,3668,3050,,,0.0,0.0,1026.0,1026.0,90.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1118,0.75,1,QSAR-TID-100071,QSAR-TID-10980,3668,3277,,,0.0,0.0,1026.0,1026.0,90.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1119,0.75,1,QSAR-TID-19624,QSAR-TID-11,3669,3050,,,0.0,0.0,1026.0,1026.0,52.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1120,0.75,1,QSAR-TID-19624,QSAR-TID-10980,3669,3277,,,0.0,0.0,1026.0,1026.0,52.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1121,0.75,1,QSAR-TID-30042,QSAR-TID-11,3671,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1122,0.75,1,QSAR-TID-30042,QSAR-TID-10980,3671,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1123,0.75,1,QSAR-TID-101404,QSAR-TID-11,3672,3050,,,0.0,0.0,1026.0,1026.0,121.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1124,0.75,1,QSAR-TID-101404,QSAR-TID-10980,3672,3277,,,0.0,0.0,1026.0,1026.0,121.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1125,0.75,1,QSAR-TID-12861,QSAR-TID-11,3673,3050,,,0.0,0.0,1026.0,1026.0,235.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1126,0.75,1,QSAR-TID-12861,QSAR-TID-10980,3673,3277,,,0.0,0.0,1026.0,1026.0,235.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1127,0.75,1,QSAR-TID-12635,QSAR-TID-11,3674,3050,,,0.0,0.0,1026.0,1026.0,85.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1128,0.75,1,QSAR-TID-12635,QSAR-TID-10980,3674,3277,,,0.0,0.0,1026.0,1026.0,85.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1129,0.75,1,QSAR-TID-214,QSAR-TID-11,3676,3050,,,0.0,0.0,1026.0,1026.0,770.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1130,0.75,1,QSAR-TID-214,QSAR-TID-10980,3676,3277,,,0.0,0.0,1026.0,1026.0,770.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1131,0.75,1,QSAR-TID-11635,QSAR-TID-11,3677,3050,,,0.0,0.0,1026.0,1026.0,1003.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1132,0.75,1,QSAR-TID-11635,QSAR-TID-10980,3677,3277,,,0.0,0.0,1026.0,1026.0,1003.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1133,0.75,1,QSAR-TID-12469,QSAR-TID-11,3678,3050,,,0.0,0.0,1026.0,1026.0,102.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1134,0.75,1,QSAR-TID-12469,QSAR-TID-10980,3678,3277,,,0.0,0.0,1026.0,1026.0,102.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1135,0.75,1,QSAR-TID-101317,QSAR-TID-11,3679,3050,,,0.0,0.0,1026.0,1026.0,99.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1136,0.75,1,QSAR-TID-101317,QSAR-TID-10980,3679,3277,,,0.0,0.0,1026.0,1026.0,99.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1137,0.75,1,QSAR-TID-30006,QSAR-TID-11,3680,3050,,,0.0,0.0,1026.0,1026.0,82.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1138,0.75,1,QSAR-TID-30006,QSAR-TID-10980,3680,3277,,,0.0,0.0,1026.0,1026.0,82.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1139,0.75,1,QSAR-TID-12299,QSAR-TID-11,3681,3050,,,0.0,0.0,1026.0,1026.0,45.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1140,0.75,1,QSAR-TID-12299,QSAR-TID-10980,3681,3277,,,0.0,0.0,1026.0,1026.0,45.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1141,0.75,1,QSAR-TID-100790,QSAR-TID-11,3682,3050,,,0.0,0.0,1026.0,1026.0,170.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1142,0.75,1,QSAR-TID-100790,QSAR-TID-10980,3682,3277,,,0.0,0.0,1026.0,1026.0,170.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1143,0.75,1,QSAR-TID-18033,QSAR-TID-11,3683,3050,,,0.0,0.0,1026.0,1026.0,137.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1144,0.75,1,QSAR-TID-18033,QSAR-TID-10980,3683,3277,,,0.0,0.0,1026.0,1026.0,137.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1145,0.75,1,QSAR-TID-10651,QSAR-TID-11,3684,3050,,,0.0,0.0,1026.0,1026.0,235.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1146,0.75,1,QSAR-TID-10651,QSAR-TID-10980,3684,3277,,,0.0,0.0,1026.0,1026.0,235.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1147,0.75,1,QSAR-TID-12214,QSAR-TID-11,3685,3050,,,0.0,0.0,1026.0,1026.0,330.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1148,0.75,1,QSAR-TID-12214,QSAR-TID-10980,3685,3277,,,0.0,0.0,1026.0,1026.0,330.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1149,0.75,1,QSAR-TID-10014,QSAR-TID-11,3686,3050,,,0.0,0.0,1026.0,1026.0,979.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1150,0.75,1,QSAR-TID-10014,QSAR-TID-10980,3686,3277,,,0.0,0.0,1026.0,1026.0,979.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1151,0.75,1,QSAR-TID-11281,QSAR-TID-11,3687,3050,,,0.0,0.0,1026.0,1026.0,43.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1152,0.75,1,QSAR-TID-11281,QSAR-TID-10980,3687,3277,,,0.0,0.0,1026.0,1026.0,43.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1153,0.75,1,QSAR-TID-11848,QSAR-TID-11,3688,3050,,,0.0,0.0,1026.0,1026.0,66.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1154,0.75,1,QSAR-TID-11848,QSAR-TID-10980,3688,3277,,,0.0,0.0,1026.0,1026.0,66.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1155,0.75,1,QSAR-TID-10549,QSAR-TID-11,3689,3050,,,0.0,0.0,1026.0,1026.0,532.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1156,0.75,1,QSAR-TID-10549,QSAR-TID-10980,3689,3277,,,0.0,0.0,1026.0,1026.0,532.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1157,0.75,1,QSAR-TID-10008,QSAR-TID-11,3690,3050,,,0.0,0.0,1026.0,1026.0,189.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1158,0.75,1,QSAR-TID-10008,QSAR-TID-10980,3690,3277,,,0.0,0.0,1026.0,1026.0,189.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1159,0.75,1,QSAR-TID-10984,QSAR-TID-11,3691,3050,,,0.0,0.0,1026.0,1026.0,20.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1160,0.75,1,QSAR-TID-10984,QSAR-TID-10980,3691,3277,,,0.0,0.0,1026.0,1026.0,20.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1161,0.75,1,QSAR-TID-12679,QSAR-TID-11,3692,3050,,,0.0,0.0,1026.0,1026.0,337.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1162,0.75,1,QSAR-TID-12679,QSAR-TID-10980,3692,3277,,,0.0,0.0,1026.0,1026.0,337.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1163,0.75,1,QSAR-TID-11192,QSAR-TID-11,3693,3050,,,0.0,0.0,1026.0,1026.0,380.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1164,0.75,1,QSAR-TID-11192,QSAR-TID-10980,3693,3277,,,0.0,0.0,1026.0,1026.0,380.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1165,0.75,1,QSAR-TID-10466,QSAR-TID-11,3694,3050,,,0.0,0.0,1026.0,1026.0,78.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1166,0.75,1,QSAR-TID-10466,QSAR-TID-10980,3694,3277,,,0.0,0.0,1026.0,1026.0,78.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1167,0.75,1,QSAR-TID-30005,QSAR-TID-11,3695,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1168,0.75,1,QSAR-TID-30005,QSAR-TID-10980,3695,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1169,0.75,1,QSAR-TID-11842,QSAR-TID-11,3696,3050,,,0.0,0.0,1026.0,1026.0,919.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1170,0.75,1,QSAR-TID-11842,QSAR-TID-10980,3696,3277,,,0.0,0.0,1026.0,1026.0,919.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1171,0.75,1,QSAR-TID-11629,QSAR-TID-11,3697,3050,,,0.0,0.0,1026.0,1026.0,688.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1172,0.75,1,QSAR-TID-11629,QSAR-TID-10980,3697,3277,,,0.0,0.0,1026.0,1026.0,688.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1173,0.75,1,QSAR-TID-12793,QSAR-TID-11,3698,3050,,,0.0,0.0,1026.0,1026.0,85.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1174,0.75,1,QSAR-TID-12793,QSAR-TID-10980,3698,3277,,,0.0,0.0,1026.0,1026.0,85.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1175,0.75,1,QSAR-TID-12947,QSAR-TID-11,3699,3050,,,0.0,0.0,1026.0,1026.0,1287.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1176,0.75,1,QSAR-TID-12947,QSAR-TID-10980,3699,3277,,,0.0,0.0,1026.0,1026.0,1287.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1177,0.75,1,QSAR-TID-10407,QSAR-TID-11,3700,3050,,,0.0,0.0,1026.0,1026.0,176.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1178,0.75,1,QSAR-TID-10407,QSAR-TID-10980,3700,3277,,,0.0,0.0,1026.0,1026.0,176.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1179,0.75,1,QSAR-TID-14070,QSAR-TID-11,3701,3050,,,0.0,0.0,1026.0,1026.0,33.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1180,0.75,1,QSAR-TID-14070,QSAR-TID-10980,3701,3277,,,0.0,0.0,1026.0,1026.0,33.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1181,0.75,1,QSAR-TID-101130,QSAR-TID-11,3702,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1182,0.75,1,QSAR-TID-101130,QSAR-TID-10980,3702,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1183,0.75,1,QSAR-TID-10441,QSAR-TID-11,3703,3050,,,0.0,0.0,1026.0,1026.0,304.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1184,0.75,1,QSAR-TID-10441,QSAR-TID-10980,3703,3277,,,0.0,0.0,1026.0,1026.0,304.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1185,0.75,1,QSAR-TID-12720,QSAR-TID-11,3704,3050,,,0.0,0.0,1026.0,1026.0,21.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1186,0.75,1,QSAR-TID-12720,QSAR-TID-10980,3704,3277,,,0.0,0.0,1026.0,1026.0,21.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1187,0.75,1,QSAR-TID-12449,QSAR-TID-11,3705,3050,,,0.0,0.0,1026.0,1026.0,65.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1188,0.75,1,QSAR-TID-12449,QSAR-TID-10980,3705,3277,,,0.0,0.0,1026.0,1026.0,65.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1189,0.75,1,QSAR-TID-12956,QSAR-TID-11,3706,3050,,,0.0,0.0,1026.0,1026.0,33.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1190,0.75,1,QSAR-TID-12956,QSAR-TID-10980,3706,3277,,,0.0,0.0,1026.0,1026.0,33.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1191,0.75,1,QSAR-TID-25,QSAR-TID-11,3707,3050,,,0.0,0.0,1026.0,1026.0,1897.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1192,0.75,1,QSAR-TID-25,QSAR-TID-10980,3707,3277,,,0.0,0.0,1026.0,1026.0,1897.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1193,0.75,1,QSAR-TID-12919,QSAR-TID-11,3708,3050,,,0.0,0.0,1026.0,1026.0,79.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1194,0.75,1,QSAR-TID-12919,QSAR-TID-10980,3708,3277,,,0.0,0.0,1026.0,1026.0,79.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1195,0.75,1,QSAR-TID-102815,QSAR-TID-11,3709,3050,,,0.0,0.0,1026.0,1026.0,34.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1196,0.75,1,QSAR-TID-102815,QSAR-TID-10980,3709,3277,,,0.0,0.0,1026.0,1026.0,34.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1197,0.75,1,QSAR-TID-11188,QSAR-TID-11,3710,3050,,,0.0,0.0,1026.0,1026.0,39.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1198,0.75,1,QSAR-TID-11188,QSAR-TID-10980,3710,3277,,,0.0,0.0,1026.0,1026.0,39.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1199,0.75,1,QSAR-TID-10331,QSAR-TID-11,3711,3050,,,0.0,0.0,1026.0,1026.0,303.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1200,0.75,1,QSAR-TID-10331,QSAR-TID-10980,3711,3277,,,0.0,0.0,1026.0,1026.0,303.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1201,0.75,1,QSAR-TID-64,QSAR-TID-11,3712,3050,,,0.0,0.0,1026.0,1026.0,358.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1202,0.75,1,QSAR-TID-64,QSAR-TID-10980,3712,3277,,,0.0,0.0,1026.0,1026.0,358.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1203,0.75,1,QSAR-TID-11752,QSAR-TID-11,3713,3050,,,0.0,0.0,1026.0,1026.0,985.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1204,0.75,1,QSAR-TID-11752,QSAR-TID-10980,3713,3277,,,0.0,0.0,1026.0,1026.0,985.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1205,0.75,1,QSAR-TID-11119,QSAR-TID-11,3714,3050,,,0.0,0.0,1026.0,1026.0,192.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1206,0.75,1,QSAR-TID-11119,QSAR-TID-10980,3714,3277,,,0.0,0.0,1026.0,1026.0,192.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1207,0.75,1,QSAR-TID-102927,QSAR-TID-11,3715,3050,,,0.0,0.0,1026.0,1026.0,212.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1208,0.75,1,QSAR-TID-102927,QSAR-TID-10980,3715,3277,,,0.0,0.0,1026.0,1026.0,212.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1209,0.75,1,QSAR-TID-30033,QSAR-TID-11,3716,3050,,,0.0,0.0,1026.0,1026.0,84.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1210,0.75,1,QSAR-TID-30033,QSAR-TID-10980,3716,3277,,,0.0,0.0,1026.0,1026.0,84.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1211,0.75,1,QSAR-TID-103433,QSAR-TID-11,3717,3050,,,0.0,0.0,1026.0,1026.0,73.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1212,0.75,1,QSAR-TID-103433,QSAR-TID-10980,3717,3277,,,0.0,0.0,1026.0,1026.0,73.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1213,0.75,1,QSAR-TID-30029,QSAR-TID-11,3718,3050,,,0.0,0.0,1026.0,1026.0,82.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1214,0.75,1,QSAR-TID-30029,QSAR-TID-10980,3718,3277,,,0.0,0.0,1026.0,1026.0,82.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1215,0.75,1,QSAR-TID-100052,QSAR-TID-11,3719,3050,,,0.0,0.0,1026.0,1026.0,26.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1216,0.75,1,QSAR-TID-100052,QSAR-TID-10980,3719,3277,,,0.0,0.0,1026.0,1026.0,26.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1217,0.75,1,QSAR-TID-17074,QSAR-TID-11,3720,3050,,,0.0,0.0,1026.0,1026.0,671.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1218,0.75,1,QSAR-TID-17074,QSAR-TID-10980,3720,3277,,,0.0,0.0,1026.0,1026.0,671.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1219,0.75,1,QSAR-TID-11061,QSAR-TID-11,3721,3050,,,0.0,0.0,1026.0,1026.0,291.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1220,0.75,1,QSAR-TID-11061,QSAR-TID-10980,3721,3277,,,0.0,0.0,1026.0,1026.0,291.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1221,0.75,1,QSAR-TID-30003,QSAR-TID-11,3722,3050,,,0.0,0.0,1026.0,1026.0,778.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1222,0.75,1,QSAR-TID-30003,QSAR-TID-10980,3722,3277,,,0.0,0.0,1026.0,1026.0,778.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1223,0.75,1,QSAR-TID-10679,QSAR-TID-11,3724,3050,,,0.0,0.0,1026.0,1026.0,262.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1224,0.75,1,QSAR-TID-10679,QSAR-TID-10980,3724,3277,,,0.0,0.0,1026.0,1026.0,262.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1225,0.75,1,QSAR-TID-10674,QSAR-TID-11,3725,3050,,,0.0,0.0,1026.0,1026.0,511.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1226,0.75,1,QSAR-TID-10674,QSAR-TID-10980,3725,3277,,,0.0,0.0,1026.0,1026.0,511.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1227,0.75,1,QSAR-TID-30046,QSAR-TID-11,3726,3050,,,0.0,0.0,1026.0,1026.0,81.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1228,0.75,1,QSAR-TID-30046,QSAR-TID-10980,3726,3277,,,0.0,0.0,1026.0,1026.0,81.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1229,0.75,1,QSAR-TID-12076,QSAR-TID-11,3727,3050,,,0.0,0.0,1026.0,1026.0,512.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1230,0.75,1,QSAR-TID-12076,QSAR-TID-10980,3727,3277,,,0.0,0.0,1026.0,1026.0,512.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1231,0.75,1,QSAR-TID-17063,QSAR-TID-11,3729,3050,,,0.0,0.0,1026.0,1026.0,48.0,5742.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
1232,0.75,1,QSAR-TID-17063,QSAR-TID-10980,3729,3277,,,0.0,0.0,1026.0,1026.0,48.0,5766.0,0.0,0.0,0.0,0.0,1025.0,1025.0,1.0,1.0
