0,AutoCorrelation,Dimensionality,MajorityClassPercentage,MajorityClassSize,MinorityClassPercentage,MinorityClassSize,NumberOfBinaryFeatures,NumberOfClasses,NumberOfFeatures,NumberOfInstances,NumberOfInstancesWithMissingValues,NumberOfMissingValues,NumberOfNumericFeatures,NumberOfSymbolicFeatures,PercentageOfBinaryFeatures,PercentageOfInstancesWithMissingValues,PercentageOfMissingValues,PercentageOfNumericFeatures,PercentageOfSymbolicFeatures,CfsSubsetEval_DecisionStumpAUC,CfsSubsetEval_DecisionStumpErrRate,CfsSubsetEval_DecisionStumpKappa,CfsSubsetEval_NaiveBayesAUC,CfsSubsetEval_NaiveBayesErrRate,CfsSubsetEval_NaiveBayesKappa,CfsSubsetEval_kNN1NAUC,CfsSubsetEval_kNN1NErrRate,CfsSubsetEval_kNN1NKappa,ClassEntropy,DecisionStumpAUC,DecisionStumpErrRate,DecisionStumpKappa,EquivalentNumberOfAtts,J48.00001.AUC,J48.00001.ErrRate,J48.00001.Kappa,J48.0001.AUC,J48.0001.ErrRate,J48.0001.Kappa,J48.001.AUC,J48.001.ErrRate,J48.001.Kappa,MaxAttributeEntropy,MaxKurtosisOfNumericAtts,MaxMeansOfNumericAtts,MaxMutualInformation,MaxNominalAttDistinctValues,MaxSkewnessOfNumericAtts,MaxStdDevOfNumericAtts,MeanAttributeEntropy,MeanKurtosisOfNumericAtts,MeanMeansOfNumericAtts,MeanMutualInformation,MeanNoiseToSignalRatio,MeanNominalAttDistinctValues,MeanSkewnessOfNumericAtts,MeanStdDevOfNumericAtts,MinAttributeEntropy,MinKurtosisOfNumericAtts,MinMeansOfNumericAtts,MinMutualInformation,MinNominalAttDistinctValues,MinSkewnessOfNumericAtts,MinStdDevOfNumericAtts,NaiveBayesAUC,NaiveBayesErrRate,NaiveBayesKappa,Quartile1AttributeEntropy,Quartile1KurtosisOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile1MutualInformation,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2AttributeEntropy,Quartile2KurtosisOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile2MutualInformation,Quartile2SkewnessOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3AttributeEntropy,Quartile3KurtosisOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile3MutualInformation,Quartile3SkewnessOfNumericAtts,Quartile3StdDevOfNumericAtts,REPTreeDepth1AUC,REPTreeDepth1ErrRate,REPTreeDepth1Kappa,REPTreeDepth2AUC,REPTreeDepth2ErrRate,REPTreeDepth2Kappa,REPTreeDepth3AUC,REPTreeDepth3ErrRate,REPTreeDepth3Kappa,RandomTreeDepth1AUC,RandomTreeDepth1ErrRate,RandomTreeDepth1Kappa,RandomTreeDepth2AUC,RandomTreeDepth2ErrRate,RandomTreeDepth2Kappa,RandomTreeDepth3AUC,RandomTreeDepth3ErrRate,RandomTreeDepth3Kappa,StdvNominalAttDistinctValues,kNN1NAUC,kNN1NErrRate,kNN1NKappa
766,0.5210420841683366,0.102,52.400000000000006,262.0,47.599999999999994,238.0,1.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.8217493104111874,0.22,0.5553902864903318,0.8217493104111874,0.22,0.5553902864903318,0.8217493104111874,0.22,0.5553902864903318,0.9983373765218819,0.7248701007120405,0.272,0.4517897452434699,,0.8172509461799987,0.188,0.6228413686845992,0.8172509461799987,0.188,0.6228413686845992,0.8172509461799987,0.188,0.6228413686845992,,-0.9504212491896533,2.799999998015501e-08,,2.0,0.1439331319552919,1.0000000634990487,,-1.179661677659924,-2.35999999911321e-09,,,2.0,-0.00739497686999152,1.000000029396174,,-1.3384923598831133,-2.8000000009686943e-08,,2.0,-0.13873499819917806,1.0000000069170514,0.6661588299441914,0.374,0.24723045214478948,,-1.223944638736464,-1.6000000002569512e-08,,-0.06614795606460251,1.000000022206772,,-1.1691654262341742,-4.218847493575595e-17,,-0.01204961076281525,1.0000000282011887,,-1.1477854620145915,1.0000000011591014e-08,,0.04509972917936018,1.0000000377098057,0.8075566104304317,0.204,0.5899530456036535,0.8075566104304317,0.204,0.5899530456036535,0.8075566104304317,0.204,0.5899530456036535,0.6206620052601193,0.38,0.24058323207776428,0.6206620052601193,0.38,0.24058323207776428,0.6206620052601193,0.38,0.24058323207776428,0.0,0.5706267239720315,0.428,0.14136226487770426
770,0.9839743589743589,0.0112,50.4,315.0,49.6,310.0,1.0,2.0,7.0,625.0,0.0,0.0,6.0,1.0,14.285714285714285,0.0,0.0,85.71428571428571,14.285714285714285,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.999953833266239,0.7130619559651817,0.2864,0.42603186004155663,,0.976466973886329,0.0368,0.9264310755137029,0.976466973886329,0.0368,0.9264310755137029,0.976466973886329,0.0368,0.9264310755137029,,61.07933326756111,1967.88,,2.0,6.417627083052991,560.6604590970118,,10.228113713097164,388.3489706666667,,,2.0,1.4214833216981562,99.45155210477378,,-1.196027994494821,3.5548800000000003,,2.0,-0.2309097267257524,3.0335008801290284,0.6633794162826421,0.392,0.2182514358647096,,-1.1939125724412423,5.3568,,-0.06847589223350445,4.227054780647615,,0.5763371010364737,25.19955200000002,,0.585079342068831,7.618692434188699,,16.414265993290623,718.6967999999999,,2.4941731486083416,150.02991105098093,0.9736149513568867,0.0416,0.9167861532158952,0.9736149513568867,0.0416,0.9167861532158952,0.9736149513568867,0.0416,0.9167861532158952,0.9374807987711214,0.0624,0.8751632480602289,0.9374807987711214,0.0624,0.8751632480602289,0.9374807987711214,0.0624,0.8751632480602289,0.0,0.9063850486431133,0.0944,0.8112217472547162
779,0.4969939879759519,0.052,53.400000000000006,267.0,46.6,233.0,1.0,2.0,26.0,500.0,0.0,0.0,25.0,1.0,3.8461538461538463,0.0,0.0,96.15384615384616,3.8461538461538463,0.8789442381572392,0.144,0.7084311978618287,0.8789442381572392,0.144,0.7084311978618287,0.8789442381572392,0.144,0.7084311978618287,0.9966619137320385,0.6600601179855653,0.332,0.3214186438183692,,0.8106846056163701,0.178,0.6428342108642608,0.8106846056163701,0.178,0.6428342108642608,0.8106846056163701,0.178,0.6428342108642608,,-0.6860075073405301,3.5999999962843535e-08,,2.0,0.13546865867869246,1.0000000590456757,,-1.1832711260636024,1.2000000069051216e-09,,,2.0,0.005583352186578162,1.0000000313988384,,-1.2650769543369098,-1.8000000047535548e-08,,2.0,-0.22341426251334362,1.0000000059141323,0.715838035074183,0.31,0.37524184186766396,,-1.239153984787042,-8.000000004254602e-09,,-0.05453112604375397,1.0000000218955667,,-1.209853520390394,3.153033389935444e-17,,0.02402358695446897,1.0000000324403961,,-1.160246382186994,8.000000029984022e-09,,0.06873850115337873,1.0000000402218432,0.8545353715580846,0.194,0.6115773962070734,0.8545353715580846,0.194,0.6115773962070734,0.8545353715580846,0.194,0.6115773962070734,0.696733696613139,0.302,0.3933599022947869,0.696733696613139,0.302,0.3933599022947869,0.696733696613139,0.302,0.3933599022947869,0.0,0.5915834820208645,0.4,0.18560143334147733
786,0.5298013245033113,0.0462046204620462,54.12541254125413,164.0,45.87458745874587,139.0,4.0,2.0,14.0,303.0,6.0,6.0,6.0,8.0,28.57142857142857,1.9801980198019802,0.14144271570014144,42.857142857142854,57.14285714285714,0.8004255132479382,0.23432343234323433,0.5242276135081939,0.8004255132479382,0.23432343234323433,0.5242276135081939,0.8004255132479382,0.23432343234323433,0.5242276135081939,0.9950837594929733,0.7304351640638709,0.2607260726072607,0.4741085748181997,9.337504903633397,0.7728768204948236,0.22772277227722773,0.5416840213078458,0.7728768204948236,0.22772277227722773,0.5416840213078458,0.7728768204948236,0.22772277227722773,0.5416840213078458,1.7370264468718917,4.49172428653883,246.69306930693068,0.20753829661883,4.0,1.269719930602004,51.776917542637015,1.1151151306062854,1.1049905702400744,97.35681461122701,0.10656848588168,9.463835733242625,2.625,0.5923501167393606,17.23147405524078,0.6061112071230007,-0.5233827452226585,0.6722408026755854,0.00045937746256,2.0,-0.5374486699106468,0.9374383177242156,0.9063870854535883,0.16501650165016502,0.666974413083619,0.9045249594072929,-0.17100140551585397,0.9477631709659261,0.02414829075921,-0.2911575190927584,1.1051658459825295,1.088064367132451,0.569664882866481,93.06435643564356,0.11242190687472,0.9207689015747628,13.319205086017215,1.293991213768944,2.304790876638382,173.87871287128712,0.20501883272122,1.209444061712058,30.100481843394537,0.7779215651868749,0.25412541254125415,0.48402149633987224,0.7779215651868749,0.25412541254125415,0.48402149633987224,0.7779215651868749,0.25412541254125415,0.48402149633987224,0.7703105808036498,0.23102310231023102,0.5352964374917838,0.7703105808036498,0.23102310231023102,0.5352964374917838,0.7703105808036498,0.23102310231023102,0.5352964374917838,0.7440238091428449,0.7521933672574137,0.24752475247524752,0.5001869487760354
792,0.5230460921843687,0.012,59.599999999999994,298.0,40.400000000000006,202.0,1.0,2.0,6.0,500.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.8803325802378895,0.134,0.7160824462675436,0.8803325802378895,0.134,0.7160824462675436,0.8803325802378895,0.134,0.7160824462675436,0.9732424074349137,0.7894129178018472,0.206,0.5812463409874457,,0.8696175825636255,0.12,0.7480008063974195,0.8696175825636255,0.12,0.7480008063974195,0.8696175825636255,0.12,0.7480008063974195,,-0.1100416881466133,1.3999999971647802e-08,,2.0,0.6633755570493114,1.0000000372859505,,-0.9248116850021122,8.415490375780943e-18,,,2.0,0.13407833171280165,1.000000020978999,,-1.2625354095461225,-1.3999999946667784e-08,,2.0,-0.05373346422502584,1.000000003954632,0.7493853412186856,0.206,0.5786149113045755,,-1.2498105707093736,-7.9999999855751e-09,,-0.03554173165829669,1.0000000088882466,,-1.2003699514007862,6.217248937900876e-18,,0.019544107936488694,1.0000000247667784,,-0.46203366609551355,8.000000003505203e-09,,0.3609655069720565,1.0000000311758614,0.8548657718120806,0.162,0.6649348070686345,0.8548657718120806,0.162,0.6649348070686345,0.8548657718120806,0.162,0.6649348070686345,0.8787627084856138,0.116,0.7587354409317804,0.8787627084856138,0.116,0.7587354409317804,0.8787627084856138,0.116,0.7587354409317804,0.0,0.8456209714931224,0.146,0.6951219512195121
797,0.5415415415415415,0.051,56.00000000000001,560.0,44.0,440.0,1.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.8920616883116884,0.131,0.7346244226561867,0.8920616883116884,0.131,0.7346244226561867,0.8920616883116884,0.131,0.7346244226561867,0.9895875212220557,0.7169642857142858,0.278,0.4364255595199481,,0.8495698051948052,0.154,0.6865841745359818,0.8495698051948052,0.154,0.6865841745359818,0.8495698051948052,0.154,0.6865841745359818,,1.7380717229139715,2.1999999965577334e-08,,2.0,1.3087946736228844,1.0000000562589713,,-1.0646624782592253,1.7600000098277024e-09,,,2.0,0.04602346660641898,1.0000000317085544,,-1.2829079341362024,-1.999999995117019e-08,,2.0,-0.06655591589892199,1.000000003989754,0.6842288961038963,0.343,0.2959192051892603,,-1.2047650452230034,-3.9999999938145066e-09,,-0.03597343791723318,1.0000000275734955,,-1.1770978556300666,2.000000046381567e-09,,-0.008100872314072858,1.0000000319760836,,-1.1531215797129146,7.000000024931508e-09,,0.017601244647898563,1.0000000373016142,0.8754017857142857,0.163,0.6751693901952969,0.8754017857142857,0.163,0.6751693901952969,0.8754017857142857,0.163,0.6751693901952969,0.6734577922077922,0.315,0.3517985019343156,0.6734577922077922,0.315,0.3517985019343156,0.6734577922077922,0.315,0.3517985019343156,0.0,0.5607142857142858,0.435,0.1209279767197476
798,0.4768211920529801,0.0462046204620462,54.78547854785478,166.0,45.21452145214521,137.0,4.0,2.0,14.0,303.0,6.0,6.0,6.0,8.0,28.57142857142857,1.9801980198019802,0.14144271570014144,42.857142857142854,57.14285714285714,0.5644182569694838,0.42244224422442245,0.13293091884641187,0.5644182569694838,0.42244224422442245,0.13293091884641187,0.5644182569694838,0.42244224422442245,0.13293091884641187,0.9933820990862128,0.49410781813384924,0.5181518151815182,-0.007966945651022324,99.02108938685,0.5777196376747867,0.42574257425742573,0.14337373161804984,0.5777196376747867,0.42574257425742573,0.14337373161804984,0.5777196376747867,0.42574257425742573,0.14337373161804984,1.7370264468718917,1.575813073338233,149.6072607260726,0.02609854480282,4.0,1.269719930602004,22.875003276980376,1.1151151306062854,0.33324419116194026,56.39751868163405,0.010032025553721428,110.15553131666697,2.625,0.5795155256470698,8.806743746129627,0.6061112071230007,-0.5233827452226585,0.6722408026755854,0.00010695408981,2.0,-0.5374486699106468,0.9374383177242156,0.6209656142819453,0.4158415841584158,0.15632458233890204,0.9045249594072929,-0.23491117725314659,0.8710304976985992,0.00123694997999,-0.2911575190927584,1.1051658459825295,1.088064367132451,0.1028574691172972,27.73927392739274,0.01051512337501,0.8822651282978905,5.133599065208424,1.293991213768944,1.0540086697481446,136.1691419141914,0.01451163033634,1.209444061712058,18.91856161643586,0.5092999736170961,0.47854785478547857,0.04199646758683846,0.5092999736170961,0.47854785478547857,0.04199646758683846,0.5092999736170961,0.47854785478547857,0.04199646758683846,0.47579368569167174,0.5115511551155115,-0.04253146573730812,0.47579368569167174,0.5115511551155115,-0.04253146573730812,0.47579368569167174,0.5115511551155115,-0.04253146573730812,0.7440238091428449,0.509585788409111,0.49174917491749176,0.01681221280951245
802,0.8492798353909465,0.009768637532133676,50.02570694087404,973.0,49.97429305912596,972.0,6.0,2.0,19.0,1945.0,832.0,1133.0,12.0,7.0,31.57894736842105,42.77634961439588,3.0658909484508183,63.1578947368421,36.84210526315789,0.703998705797267,0.3326478149100257,0.3346806277740034,0.703998705797267,0.3326478149100257,0.3346806277740034,0.703998705797267,0.3326478149100257,0.3346806277740034,0.9999998093199087,0.6525853391360985,0.36246786632390743,0.27503303054671296,9.170255395154818,0.713237346630632,0.3280205655526992,0.3439052786410611,0.713237346630632,0.3280205655526992,0.3439052786410611,0.713237346630632,0.3280205655526992,0.3439052786410611,8.745737460256604,77.0176424543949,17992.080205655526,0.53976878441689,1024.0,6.24240428357689,3675.028720772398,2.0969413532369905,15.301536843784737,1928.8352910054055,0.10904819617655001,18.22949142452594,148.0,2.0230635036507683,548.2450383648277,0.4260011219458024,-1.7824313589098277,0.18226221079691596,0.00107271407033,2.0,-0.08760734435985543,0.31682748212923395,0.7493365093564626,0.31516709511568125,0.3695759878556061,0.5074937211548484,-0.6972142798415074,3.4605,0.0023218893374449996,0.19660252825584382,1.078406252305511,0.9376373443706806,4.028109415715264,129.03159383033423,0.027454092784865,1.19564945224654,82.00445433835506,2.936417060754385,25.061497464734444,1116.551834816919,0.1767931050361225,4.029196518522069,938.3975024892458,0.504277530356667,0.4982005141388175,0.003175528333551018,0.504277530356667,0.4982005141388175,0.003175528333551018,0.504277530356667,0.4982005141388175,0.003175528333551018,0.6377242749536175,0.36812339331619537,0.26373900594033445,0.6377242749536175,0.36812339331619537,0.26373900594033445,0.6377242749536175,0.36812339331619537,0.26373900594033445,386.27969141543025,0.6770255753069502,0.3218508997429306,0.3562912240707336
803,0.3980078563411897,0.0008416327675690841,53.06494599523075,3783.0,46.93505400476925,3346.0,1.0,2.0,6.0,7129.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.9352509235721073,0.06340300182353767,0.8725132570374502,0.9352509235721073,0.06340300182353767,0.8725132570374502,0.9352509235721073,0.06340300182353767,0.8725132570374502,0.9972877951195075,0.9352509235721073,0.06340300182353767,0.8725132570374502,,0.9515348811708213,0.06017674288118951,0.8790777691157701,0.9515348811708213,0.06017674288118951,0.8790777691157701,0.9515348811708213,0.06017674288118951,0.8790777691157701,,1.4506078582547302,0.010754523776125676,,2.0,0.6708610336275694,0.015860641782558284,,0.49835243559771897,0.0029725156403422625,,,2.0,0.11328191847880668,0.005903906068326017,,-1.1122043327931086,-1.701220367512975e-05,,2.0,-0.17078877107211457,0.0002135617201106423,0.965636686854821,0.06761116566138309,0.8641081352141018,,-0.6019349898490219,0.00022590966474961437,,-0.1611813076776445,0.0010423797912195141,,1.0650320722718973,0.0010217842614672463,,-0.01582186176884483,0.005403141838221318,,1.3153000427073707,0.006694487305372419,,0.4522970347590836,0.011015814460484871,0.9576918968822519,0.06256136905596858,0.874379311238552,0.9576918968822519,0.06256136905596858,0.874379311238552,0.9576918968822519,0.06256136905596858,0.874379311238552,0.9124103189797879,0.08738953569925656,0.8246071233952592,0.9124103189797879,0.08738953569925656,0.8246071233952592,0.9124103189797879,0.08738953569925656,0.8246071233952592,0.0,0.9111228244644972,0.09117688315331744,0.8169141987279354
805,0.5090180360721442,0.102,52.800000000000004,264.0,47.199999999999996,236.0,1.0,2.0,51.0,500.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.8719504365690807,0.176,0.6464159434265508,0.8719504365690807,0.176,0.6464159434265508,0.8719504365690807,0.176,0.6464159434265508,0.9977366703420346,0.6409379815100154,0.35,0.2982709395951625,,0.8327073703133026,0.18,0.6377278289431312,0.8327073703133026,0.18,0.6377278289431312,0.8327073703133026,0.18,0.6377278289431312,,1.0516608971695542,3.200000002445691e-08,,2.0,1.1876264041169737,1.0000000522316181,,-1.095828786360002,-4.800000008531308e-10,,,2.0,0.05715541605292548,1.0000000310401111,,-1.2817919058354756,-3.799999999642978e-08,,2.0,-0.11702618535687659,1.0000000001216438,0.6382415254237288,0.398,0.19987777027244355,,-1.2371561603505448,-1.1000000014027566e-08,,-0.04328569064509383,1.0000000193439549,,-1.1911915849186476,1.0000000380538945e-09,,0.012940690659441239,1.0000000337003927,,-1.1436959800734465,1.0500000010654764e-08,,0.06686601833099919,1.000000040155161,0.806753980482794,0.216,0.564684638204566,0.806753980482794,0.216,0.564684638204566,0.806753980482794,0.216,0.564684638204566,0.6590267077555213,0.338,0.31927303193374795,0.6590267077555213,0.338,0.31927303193374795,0.6590267077555213,0.338,0.31927303193374795,0.0,0.5481510015408321,0.452,0.09600000000000009
806,0.5135135135135135,0.051,55.50000000000001,555.0,44.5,445.0,1.0,2.0,51.0,1000.0,0.0,0.0,50.0,1.0,1.9607843137254901,0.0,0.0,98.0392156862745,1.9607843137254901,0.8625771839254985,0.152,0.6888115467294503,0.8625771839254985,0.152,0.6888115467294503,0.8625771839254985,0.152,0.6888115467294503,0.9912540071703689,0.7144427573641057,0.285,0.42849121681238467,,0.8403846543172386,0.172,0.6488147497805091,0.8403846543172386,0.172,0.6488147497805091,0.8403846543172386,0.172,0.6488147497805091,,2.00556056229324,2.100000006510783e-08,,2.0,1.4472575606259992,1.00000005003776,,-1.0983719584239124,-2.0000000158674359e-10,,,2.0,0.04149030109021411,1.0000000286817707,,-1.2798546481793045,-2.300000007215974e-08,,2.0,-0.06579230369793171,1.0000000019305908,0.7241421196477377,0.323,0.3450667099233546,,-1.2254180104730854,-7.250000047392956e-09,,-0.029809391996763655,1.0000000227736963,,-1.1933174811187692,-1.7319479184152442e-17,,-0.013208789894196903,1.0000000279923094,,-1.1648848690393674,5.999999966407875e-09,,0.03532096395225598,1.0000000350896978,0.8672092317036137,0.161,0.66821909903969,0.8672092317036137,0.161,0.66821909903969,0.8672092317036137,0.161,0.66821909903969,0.6484057090798664,0.348,0.2964153575544369,0.6484057090798664,0.348,0.2964153575544369,0.6484057090798664,0.348,0.2964153575544369,0.0,0.5579714546006681,0.438,0.11563389666242664
807,0.5040898547185936,0.0010986328125,50.87890625,4168.0,49.12109375,4024.0,1.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,0.7928922685098622,0.2557373046875,0.4887118985164809,0.7928922685098622,0.2557373046875,0.4887118985164809,0.7928922685098622,0.2557373046875,0.4887118985164809,0.9997770990046065,0.7003515137581421,0.3077392578125,0.3877506684571246,,0.8027557722284336,0.2415771484375,0.5169970192710586,0.8027557722284336,0.2415771484375,0.5169970192710586,0.8027557722284336,0.2415771484375,0.5169970192710586,,-1.1764746591539872,0.022791981933593775,,2.0,0.01022307752037402,0.9132427486602224,,-1.1908427265272368,0.0024727835540771506,,,2.0,-0.0024236938888670774,0.9052814137850994,,-1.2000096729044962,-0.012944916625976619,,2.0,-0.03599927036315557,0.8991856891068676,0.81756790113446,0.2685546875,0.4627430629750603,,-1.1984308596882476,-0.00908140393066401,,-0.006248807007351306,0.9009474364907915,,-1.1899608602803189,0.004556138793945301,,0.0026898762192228915,0.905482230604353,,-1.1867596976400177,0.009113820556640641,,0.006225018820697952,0.9090113083783554,0.814932680786681,0.2294921875,0.5412085790792713,0.814932680786681,0.2294921875,0.5412085790792713,0.814932680786681,0.2294921875,0.5412085790792713,0.7427290861357765,0.2572021484375,0.485447752473231,0.7427290861357765,0.2572021484375,0.485447752473231,0.7427290861357765,0.2572021484375,0.485447752473231,0.0,0.8037747602675692,0.1962890625,0.6073982869072677
810,0.6306954436450839,0.045454545454545456,55.02392344497608,230.0,44.97607655502392,188.0,7.0,2.0,19.0,418.0,142.0,1239.0,10.0,9.0,36.84210526315789,33.97129186602871,15.600604381767816,52.63157894736842,47.368421052631575,0.6940911193339502,0.33253588516746413,0.3310691012917636,0.6940911193339502,0.33253588516746413,0.3310691012917636,0.6940911193339502,0.33253588516746413,0.3310691012917636,0.9927050272181983,0.633418131359852,0.3923444976076555,0.21869158878504663,27.940957023638127,0.6807677965201457,0.3444976076555024,0.3026230419872092,0.6807677965201457,0.3444976076555024,0.3026230419872092,0.6807677965201457,0.3444976076555024,0.3026230419872092,1.6137794433358423,14.337869865983695,1982.6557692307697,0.06477883637486,4.0,3.408525855721415,2140.3888244517593,0.9425249756295572,6.665834850291861,302.2289207472942,0.03552866948610125,25.528575070852884,2.3333333333333335,1.7865414820330217,269.4422690047972,0.4233995331297363,-0.616724760817668,3.2208133971291866,0.00100008382517,2.0,-0.46752651417628355,0.4249716057796193,0.7572217931297001,0.33014354066985646,0.35369515529063783,0.7896534086056475,0.7889695506942599,8.923158124769966,0.0075575106310475,0.4920376088747952,3.5611298747086373,0.9475561599942943,7.844679564303095,110.10236662531017,0.03820824647617,2.263458074946497,60.92408176457625,0.9883080065735903,10.481267833436679,285.14606836349793,0.0576810521048775,2.7864166103927372,131.7303246719448,0.6962997224791858,0.3277511961722488,0.3470090537982622,0.6962997224791858,0.3277511961722488,0.3470090537982622,0.6962997224791858,0.3277511961722488,0.3470090537982622,0.6259935643498621,0.3803827751196172,0.2227939284795471,0.6259935643498621,0.3803827751196172,0.2227939284795471,0.6259935643498621,0.3803827751196172,0.2227939284795471,0.7071067811865475,0.5830712303422757,0.4043062200956938,0.16901540995177053
813,0.5085085085085085,0.006,56.3,563.0,43.7,437.0,1.0,2.0,6.0,1000.0,0.0,0.0,5.0,1.0,16.666666666666664,0.0,0.0,83.33333333333334,16.666666666666664,0.8395669651385395,0.166,0.6636775843135982,0.8395669651385395,0.166,0.6636775843135982,0.8395669651385395,0.166,0.6636775843135982,0.9885173903891564,0.6816478411257116,0.307,0.38413763219977204,,0.8689982156720089,0.141,0.7123458704291555,0.8689982156720089,0.141,0.7123458704291555,0.8689982156720089,0.141,0.7123458704291555,,1.153622378636951,9.000000004810715e-09,,2.0,1.246941780251248,1.0000000357900796,,-0.39534744957352824,2.0000000069686498e-09,,,2.0,0.3799051670286494,1.0000000300225595,,-1.199653149643545,-4.0000000260942415e-09,,2.0,-0.047776570555339945,1.0000000249286416,0.7034560685442078,0.331,0.3247268305819183,,-1.1837277136220274,-2.4999999939656625e-09,,-0.040956945030882735,1.0000000252149224,,-0.7857435131844928,3.9968028886505634e-17,,0.041091208226431544,1.0000000316528863,,0.5882308462804533,7.499999991403272e-09,,0.9701742584892905,1.0000000340150332,0.8576500522291906,0.155,0.6850796849984152,0.8576500522291906,0.155,0.6850796849984152,0.8576500522291906,0.155,0.6850796849984152,0.8483483788628262,0.15,0.6956280006006273,0.8483483788628262,0.15,0.6956280006006273,0.8483483788628262,0.15,0.6956280006006273,0.0,0.8667749186078177,0.133,0.730743068152371
816,0.4924917592479551,0.0010986328125,50.2197265625,4114.0,49.7802734375,4078.0,1.0,2.0,9.0,8192.0,0.0,0.0,8.0,1.0,11.11111111111111,0.0,0.0,88.88888888888889,11.11111111111111,0.861352120523873,0.1739501953125,0.6520663863629671,0.861352120523873,0.1739501953125,0.6520663863629671,0.861352120523873,0.1739501953125,0.6520663863629671,0.9999860693604421,0.704291593460815,0.29931640625,0.4019074851367037,,0.8535169982616566,0.1824951171875,0.6350054580617366,0.8535169982616566,0.1824951171875,0.6350054580617366,0.8535169982616566,0.1824951171875,0.6350054580617366,,-1.1855510149603086,0.017952333740234385,,2.0,0.018377785652211057,1.0903450858223842,,-1.1945919896764745,0.0026571600494384793,,,2.0,-0.005740316929795274,0.9016094775370513,,-1.2032935443936892,-0.014780120727539056,,2.0,-0.021813926830720223,0.3436914723964179,0.8559320760960969,0.1732177734375,0.6535507002333615,,-1.2008255480056096,-0.005615837432861297,,-0.018422881825688728,0.5308874985378911,,-1.1946743417109233,0.0026856148071289043,,-0.007540869574189379,1.0849274366247623,,-1.1875157540609225,0.01165547528076169,,0.007410523627896074,1.0894990331049608,0.8748574825420584,0.1859130859375,0.6280042071452535,0.8748574825420584,0.1859130859375,0.6280042071452535,0.8748574825420584,0.1859130859375,0.6280042071452535,0.7511029456469053,0.2489013671875,0.5021967315400343,0.7511029456469053,0.2489013671875,0.5021967315400343,0.7511029456469053,0.2489013671875,0.5021967315400343,0.0,0.7269583066994769,0.2730712890625,0.45388496001504824
818,0.970873786407767,0.02903225806451613,53.2258064516129,165.0,46.774193548387096,145.0,1.0,2.0,9.0,310.0,0.0,0.0,7.0,2.0,11.11111111111111,0.0,0.0,77.77777777777779,22.22222222222222,0.996551724137931,0.0032258064516129032,0.9935187121053733,0.996551724137931,0.0032258064516129032,0.9935187121053733,0.996551724137931,0.0032258064516129032,0.9935187121053733,0.9969954265557696,1.0,0.0,1.0,1.5199031718535878,0.996551724137931,0.0032258064516129032,0.9935187121053733,0.996551724137931,0.0032258064516129032,0.9935187121053733,0.996551724137931,0.0032258064516129032,0.9935187121053733,3.1209030637283512,0.6085573522459349,496.1032258064517,0.65595983021727,9.0,0.7927137424375026,124.33026662851036,3.1209030637283512,-0.8948828324963841,165.4542987557604,0.65595983021727,3.75776552154822,5.5,0.054137294494730544,46.826258800971964,3.1209030637283512,-1.4164283324677351,1.2652651612903225,0.65595983021727,2.0,-0.33135644107207374,0.11645031280299617,0.9666457680250783,0.14516129032258066,0.7061301874868339,3.1209030637283512,-1.2584382944215227,5.943422258064516,0.65595983021727,-0.1492666747638293,0.17823320035867332,3.1209030637283512,-1.205827858771824,26.587096774193544,0.65595983021727,-0.03472665744527039,15.3356352979133,3.1209030637283512,-0.6190680008105942,387.183870967742,0.65595983021727,0.24130345032169512,120.80455934964444,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.996969696969697,0.0032258064516129032,0.9935241278462503,0.996969696969697,0.0032258064516129032,0.9935241278462503,0.996969696969697,0.0032258064516129032,0.9935241278462503,4.949747468305833,0.9669801462904912,0.03225806451612903,0.9351057148838183
